order_item_id,order_id,product_id,quantity,unit_price,item_total,quality_flag
OI-0000697,ORD-000126,PRD-0024,4,130.89,523.56,False
OI-0000086,ORD-000330,PRD-0041,7,380.19,2661.33,False
OI-0000435,ORD-000027,PRD-0025,5,165.58,827.9,False
OI-0000888,ORD-000458,PRD-0026,1,473.43,473.43,False
OI-0000154,ORD-000230,PRD-0003,1,48.91,48.91,False
OI-0000076,ORD-000132,PRD-0048,1,308.22,308.22,False
OI-0001099,ORD-000329,prod_0027,6,494.97,2969.82,False
OI-0000790,ORD-000128,PRD-0025,6,165.58,993.48,False
OI-0000581,ORD-000291,PRD-0012,2,108.15,216.3,False
OI-0000447,ORD-000038,PRD-0019,8,85.46,683.68,False
OI-0000704,ORD-000220,PRD-0046,5,62.18,310.9,False
OI-0000189,ORD-000105,PRD-0042,6,88.76,532.56,False
OI-0000272,ORD-000454,PRD-0055,4,63.6,254.4,False
OI-0000237,ORD-000311,PRD-0028,1949,323.11,2261.77,False
OI-0000488,ORD-000384,PRD-0022,5,25.94,129.7,False
OI-0001222,ORD-000021,PRD-0001,5,208.93,1044.65,False
OI-0000560,ORD-000235,PRD-0048,2,308.22,616.44,False
OI-0000118,ORD-000472,PRD-0024,5,130.89,654.45,False
OI-0000638,ORD-000263,PRD-0021,5,53.87,269.35,False
OI-0001136,ORD-000464,PRD-0008,8,57.98,463.84,False
OI-0000802,ORD-000134,PRD-0036,4,0.0,0.0,False
OI-0000751,ORD-000405,PRD-0047,8,-31.78,-254.24,False
OI-0000513,ORD-000229,PRD-0031,1,130.03,130.03,False
OI-0000634,ORD-000039,PRD-0025,8,165.58,1324.64,False
OI-0000876,ORD-000421,PRD-0017,6,43.0,258.0,False
OI-0001160,ORD-000460,PRD-0015,5,152.55,762.75,False
OI-0001214,ORD-000215,PRD-9033,5,122.0,610.0,False
OI-0000127,ORD-000453,PRD-0046,1,62.18,62.18,False
OI-0000791,ORD-000286,PRD-0002,7,317.64,2223.48,False
OI-0000830,ORD-000013,PRD-0047,1,-31.78,-31.78,False
OI-0000117,ORD-000472,prod_0006,1,19.43,28.25,False
OI-0000474,ORD-000322,PRD-0009,5,128.37,641.85,False
OI-0000741,ORD-000478,PRD-0024,8,130.89,1047.12,False
OI-0001067,ORD-000428,PRD-0012,5,108.15,540.75,False
OI-0000058,ORD-000409,PRD-0009,8,128.37,1026.96,False
OI-0000604,order000393,PRD-0058,5,331.5,1657.5,False
OI-0000787,order000411,PRD-0017,5,43.0,215.0,False
OI-0000831,ORD-000013,PRD-0034,8,76.39,611.12,False
OI-0000120,ORD-000182,PRD-0050,4,10.99,43.96,False
OI-0000657,ORD-000376,PRD-0029,7,30.92,216.44,False
OI-0001125,ORD-000175,PRD-0023,2,122.0,244.0,False
OI-0000670,ORD-000357,prod_0027,2,494.97,989.94,False
OI-0000106,ORD-000064,PRD-9011,1,152.55,152.55,False
OI-0000636,ORD-000321,prod_0027,7,494.97,3464.79,False
OI-0000370,ORD-000355,PRD-0059,7,241.74,1692.18,False
OI-0000269,ORD-000020,PRD-0023,5,122.0,610.0,False
OI-0000656,ORD-000376,PRD-0031,2,130.03,260.06,False
OI-0000820,ORD-000187,PRD-0033,8,120.67,965.36,False
OI-0000823,ORD-000392,PRD-0013,7,228.07,1596.49,False
OI-0000947,ORD-000139,PRD-0051,6,20.39,122.34,False
OI-0000047,ORD-000071,PRD-0008,3,57.98,173.94,False
OI-0000350,ORD-000025,PRD-0059,8,241.74,1941.45,False
OI-0001091,ORD-000089,PRD-0051,8,20.39,163.12,False
OI-0000877,ORD-000421,PRD-0060,8,368.92,2951.36,False
OI-0000774,ORD-000233,PRD-0050,6,10.99,65.94,False
OI-0000196,ORD-000447,PRD-0022,4,25.94,103.76,False
OI-0000103,ORD-000400,PRD-0032,3,294.41,883.23,False
OI-0000005,ORD-000476,PRD-0028,3,323.11,969.33,False
OI-0000620,ORD-000288,PRD-0052,7,130.75,915.25,False
OI-0000572,ORD-000140,PRD-0040,1,101.99,101.99,False
OI-0000053,ORD-000251,PRD-0043,3,110.55,376.6,False
OI-0000264,ORD-000275,PRD-0046,6,62.18,373.08,False
OI-0001152,ORD-000253,PRD-0031,8,130.03,1040.24,False
OI-0000444,ORD-000038,PRD-0035,2,49.16,98.32,False
OI-0001053,ORD-000050,PRD-0012,7,108.15,757.05,False
OI-0000783,ORD-000225,PRD-0014,5,85.64,428.2,False
OI-0000838,ORD-000407,PRD-0054,2,201.98,403.96,False
OI-0000950,ORD-000136,PRD-0038,6,336.62,2019.72,False
OI-0000692,ORD-000404,PRD-0024,4,130.89,523.56,False
OI-0000305,ORD-000490,PRD-0056,2,87.59,175.18,False
OI-0000342,ORD-000058,PRD-0054,2,201.98,403.96,False
OI-0000974,ORD-000380,PRD-0009,7,128.37,898.59,False
OI-0000314,ORD-000043,PRD-0001,4,208.93,835.72,False
OI-0000150,ORD-000085,PRD-0044,2,325.75,651.5,False
OI-0000125,ORD-000297,PRD-0007,4,257.12,1028.48,False
OI-0001121,ORD-000051,PRD-0028,8,323.11,2584.88,False
OI-0000575,ORD-000372,PRD-0023,7,122.0,854.0,False
OI-0000698,ORD-000126,PRD-0011,6,175.82,1054.92,False
OI-0000665,ORD-000240,PRD-0057,7,464.07,3248.49,False
OI-0000051,ORD-000100,PRD-0056,5,87.59,437.95,False
OI-0000966,ORD-000015,PRD-0028,7,323.11,2261.77,False
OI-0000727,ORD-000362,PRD-0053,1,290.66,290.66,False
OI-0000800,ORD-000134,PRD-0052,5,130.75,653.75,False
OI-0000834,ORD-000171,PRD-0019,5,85.46,427.3,False
OI-0000354,ORD-000186,PRD-0017,2,43.0,86.0,False
OI-0001215,ORD-000467,prod_0027,6,494.97,2969.82,False
OI-0000143,ORD-000168,prod_0006,6,19.43,116.58,False
OI-0000471,ORD-000205,PRD-0019,8,85.46,683.68,False
OI-0000883,ORD-000257,PRD-0036,4,0.0,0.0,False
OI-0000654,ORD-000124,PRD-0038,7,336.62,2356.34,False
OI-0000400,ORD-000473,PRD-0060,2,368.92,737.84,False
OI-0001008,ORD-000499,PRD-0031,4,130.03,520.12,False
OI-0001212,ORD-000331,PRD-0055,1,63.6,63.6,False
OI-0000321,ORD-000317,PRD-0058,4,331.5,1326.0,False
OI-0000020,ORD-000496,PRD-0020,1,262.39,262.39,False
OI-0000685,ORD-000312,PRD-0008,4,57.98,231.92,False
OI-0000036,ORD-000174,PRD-0005,2,283.26,566.52,False
OI-0000825,ORD-000392,prod_0027,4,494.97,2009.61,False
OI-0000903,ORD-000172,PRD-0057,8,464.07,3712.56,False
OI-0000506,ORD-000093,PRD-0055,3,63.6,190.8,False
OI-0000828,ORD-000013,PRD-0057,7,464.07,3248.49,False
OI-0001205,ORD-000459,PRD-0012,4,108.15,432.6,False
OI-0000408,ORD-000228,PRD-9006,3,85.46,256.38,False
OI-0000921,ORD-000201,PRD-0035,508,49.16,294.96,False
OI-0000818,order000243,PRD-0015,6,152.55,915.3,False
OI-0000867,ORD-000207,prod_0006,6,19.43,164.36,False
OI-0000538,ORD-000223,PRD-0025,2,165.58,331.16,False
OI-0000759,ORD-000318,PRD-0021,3,53.87,161.61,False
OI-0000119,ORD-000182,PRD-0030,8,20.49,163.92,False
OI-0001003,ORD-000296,PRD-0054,7,201.98,1413.86,False
OI-0000039,ORD-000094,PRD-0038,2,336.62,673.24,False
OI-0000176,ORD-000281,PRD-0052,6,130.75,784.5,False
OI-0000246,ORD-000272,PRD-0057,7,464.07,3248.49,False
OI-0000811,ORD-000066,PRD-0021,2,53.87,107.74,False
OI-0001144,ORD-000049,PRD-0031,5,130.03,650.15,False
OI-0001076,ORD-000053,PRD-0036,4,0.0,0.0,False
OI-0001050,ORD-000451,PRD-0041,2,380.19,760.38,False
OI-0000785,order000411,PRD-0045,1,347.66,347.66,False
OI-0001000,ORD-000213,PRD-0051,8,20.39,163.12,False
OI-0000490,ORD-000384,PRD-0052,7,130.75,915.25,False
OI-0000155,ORD-000023,PRD-0060,7,368.92,2582.44,False
OI-0000639,ORD-000263,PRD-0039,5,204.28,1021.4,False
OI-0000962,ORD-000474,PRD-0055,5,63.6,356.95,False
OI-0000663,ORD-000240,PRD-0039,1992,204.28,204.28,False
OI-0000854,ORD-000399,PRD-0040,1,101.99,101.99,False
OI-0000943,ORD-000434,PRD-0035,7,49.16,344.12,False
OI-0000288,ORD-000239,PRD-0013,4,228.07,912.28,False
OI-0000626,ORD-000389,PRD-0004,5,37.34,186.7,False
OI-0001189,ORD-000131,PRD-0056,4,87.59,350.36,False
OI-0000686,ORD-000312,PRD-0025,8,165.58,1324.64,False
OI-0001073,ORD-000484,PRD-0049,3,199.67,599.01,False
OI-0000980,ORD-000470,PRD-0046,7,62.18,480.56,False
OI-0000570,ORD-000197,PRD-0029,5,30.92,154.6,False
OI-0001206,ORD-000459,PRD-0002,5,317.64,1588.2,False
OI-0000735,ORD-000347,PRD-0036,6,0.0,0.0,False
OI-0000793,ORD-000433,PRD-0058,2,331.5,663.0,False
OI-0000018,ORD-000077,PRD-0049,4,199.67,798.68,False
OI-0000128,ORD-000453,PRD-0059,7,241.74,1712.97,False
OI-0000323,ORD-000127,PRD-0045,5,347.66,1738.3,False
OI-0000256,ORD-000076,PRD-0047,2,-31.78,-63.56,False
OI-0001040,ORD-000106,PRD-0007,2,257.12,514.24,False
OI-0000928,ORD-000231,PRD-0040,6,101.99,611.94,False
OI-0000981,ORD-000412,PRD-0003,8,48.91,391.28,False
OI-0001060,ORD-000035,PRD-0002,1,317.64,317.64,False
OI-0000191,ORD-000282,PRD-0025,5,165.58,827.9,False
OI-0000116,ORD-000472,PRD-0050,6,10.99,65.94,False
OI-0001236,ORD-000436,PRD-0013,1,228.07,228.07,False
OI-0000999,ORD-000208,PRD-0043,3,110.55,331.65,False
OI-0000607,ORD-000159,PRD-0034,8,76.39,611.12,False
OI-0000181,ORD-000040,PRD-0034,6,76.39,458.34,False
OI-0000302,ORD-000432,prod_0027,6,494.97,2969.82,False
OI-0000497,ORD-000256,PRD-0055,4,63.6,254.4,False
OI-0000349,ORD-000025,PRD-0001,2,208.93,417.86,False
OI-0001092,ORD-000089,PRD-0032,1,294.41,294.41,False
OI-0000037,ORD-000174,PRD-0026,5,473.43,2367.15,False
OI-0000745,ORD-000353,PRD-0014,1,85.64,85.64,False
OI-0001141,ORD-000059,PRD-0021,5,53.87,269.35,False
OI-0001047,ORD-000002,PRD-0001,8,208.93,1671.44,False
OI-0000518,ORD-000417,PRD-0034,4,76.39,305.56,False
OI-0000373,ORD-000355,PRD-0043,2,110.55,221.1,False
OI-0000046,ORD-000343,PRD-0007,8,257.12,2056.96,False
OI-0000477,ORD-000455,PRD-0003,7,48.91,342.37,False
OI-0000158,ORD-000324,PRD-0018,3,481.81,1445.43,False
OI-0001104,ORD-000135,PRD-0010,8,146.75,1174.0,False
OI-0000172,ORD-000019,PRD-0049,-4,199.67,798.68,False
OI-0000017,ORD-000323,PRD-0018,6,481.81,2890.86,False
OI-0000512,ORD-000153,PRD-0034,6,76.39,458.34,False
OI-0000049,ORD-000100,PRD-9000,3,228.07,684.21,False
OI-0000192,ORD-000149,PRD-0012,7,108.15,757.05,False
OI-0000547,ORD-000287,PRD-0023,2,122.0,244.0,False
OI-0000516,ORD-000229,PRD-0054,3,201.98,605.94,False
OI-0000659,ORD-000097,PRD-0034,3,76.39,229.17,False
OI-0001037,ORD-000310,PRD-0012,2,108.15,216.3,False
OI-0000829,ORD-000013,PRD-0050,0,10.99,76.93,False
OI-0000618,ORD-000288,PRD-0012,4,108.15,432.6,False
OI-0000481,ORD-000068,PRD-0008,1,57.98,57.98,False
OI-0000960,ORD-000474,PRD-0046,6,62.18,373.08,False
OI-0001191,ORD-000152,PRD-0019,7,85.46,598.22,False
OI-0000284,ORD-000081,PRD-0020,8,262.39,2099.12,False
OI-0001086,ORD-000014,PRD-0023,4,122.0,488.0,False
OI-0000798,ORD-000332,PRD-0002,6,317.64,1905.84,False
OI-0001005,ORD-000500,PRD-0014,6,85.64,513.84,False
OI-0000226,ORD-000375,PRD-0029,4,30.92,123.68,False
OI-0000027,ORD-000221,PRD-0035,3,49.16,147.48,False
OI-0000438,ORD-000008,PRD-0003,6,48.91,293.46,False
OI-0001230,ORD-000072,PRD-0009,6,128.37,770.22,False
OI-0000230,ORD-000342,PRD-0036,7,0.0,0.0,False
OI-0000038,ORD-000094,PRD-0030,6,20.49,122.94,False
OI-0000750,ORD-000492,prod_0006,4,19.43,77.72,False
OI-0000470,ORD-000430,PRD-0019,5,85.46,427.3,False
OI-0001081,ORD-000242,PRD-9007,3,347.66,1042.98,False
OI-0000103,ORD-000400,PRD-0032,3,294.41,883.23,False
OI-0000688,ORD-000415,PRD-0030,2,20.49,40.98,False
OI-0000640,ORD-000263,PRD-0057,6,464.07,2784.42,False
OI-0001095,ORD-000274,PRD-0003,1,48.91,79.71,False
OI-0001161,ORD-000460,PRD-0050,3,10.99,32.97,False
OI-0001147,ORD-000345,prod_0006,3,19.43,58.29,False
OI-0000801,ORD-000134,PRD-0057,1,464.07,464.07,False
OI-0000161,ORD-000248,PRD-0004,7,37.34,261.38,False
OI-0000957,ORD-000009,PRD-0025,8,165.58,1324.64,False
OI-0000822,ORD-000392,PRD-0032,3,294.41,883.23,False
OI-0001074,ORD-000484,PRD-0022,5,25.94,129.7,False
OI-0000878,ORD-000005,PRD-0032,4,294.41,1177.64,False
OI-0000914,ORD-000048,PRD-0030,2,20.49,40.98,False
OI-0000153,ORD-000012,PRD-0052,6,130.75,784.5,False
OI-0001156,ORD-000314,PRD-0038,6,336.62,2019.72,False
OI-0000510,ORD-000153,PRD-0015,6,152.55,915.3,False
OI-0001061,ORD-000035,PRD-0022,1,25.94,25.94,False
OI-0000104,ORD-000064,PRD-0011,2,175.82,351.64,False
OI-0000587,ORD-000112,PRD-0058,1,331.5,331.5,False
OI-0001119,ORD-000364,prod_0027,1,494.97,494.97,False
OI-0000054,ORD-000251,PRD-0004,5,37.34,186.7,False
OI-0000152,ORD-000012,PRD-0005,8,283.26,2266.08,False
OI-0000404,ORD-000004,PRD-0045,3,347.66,1042.98,False
OI-0000208,ORD-000299,PRD-0007,3,257.12,771.36,False
OI-0001197,ORD-000373,PRD-0012,3,108.15,324.45,False
OI-0000009,ORD-000369,PRD-0009,7,128.37,898.59,False
OI-0001015,ORD-000304,PRD-0022,2,25.94,51.88,False
OI-0000453,ORD-000119,PRD-0002,6,317.64,1905.84,False
OI-0000254,ORD-000087,PRD-0056,5,87.59,437.95,False
OI-0000897,ORD-000437,PRD-0005,5,283.26,1416.3,False
OI-0001106,ORD-000135,PRD-0030,6,20.49,122.94,False
OI-0000881,ORD-000005,PRD-0041,4,380.19,1520.76,False
OI-0001195,ORD-000360,PRD-0005,7,283.26,1982.82,False
OI-0000624,ORD-000389,PRD-9026,1409,262.39,262.39,False
OI-0000346,ORD-000267,PRD-0046,3,62.18,186.54,False
OI-0001176,ORD-000294,PRD-0022,8,25.94,207.52,False
OI-0000263,ORD-000204,PRD-0016,1,180.7,180.7,False
OI-0000151,ORD-000012,PRD-0059,1,241.74,241.74,False
OI-0000473,ORD-000322,PRD-0031,4,130.03,520.12,False
OI-0000641,ORD-000147,prod_0027,1,494.97,494.97,False
OI-0001077,ORD-000346,PRD-0009,7,128.37,898.59,False
OI-0001192,ORD-000152,PRD-0047,1334,-31.78,-95.34,False
OI-0000551,ORD-000305,PRD-0017,1,43.0,43.0,False
OI-0000929,ORD-000231,PRD-0053,2,290.66,581.32,False
OI-0000489,ORD-000384,PRD-0045,6,347.66,2113.13,False
OI-0001140,ORD-000059,PRD-0049,4,199.67,798.68,False
OI-0000147,ORD-000069,PRD-0007,3,257.12,771.36,False
OI-0000403,ORD-000462,PRD-0036,8,0.0,0.0,False
OI-0000955,ORD-000487,PRD-0057,1,464.07,464.07,False
OI-0001187,ORD-000131,PRD-0025,5,165.58,827.9,False
OI-0000660,ORD-000144,PRD-0019,1,85.46,85.46,False
OI-0000464,ORD-000319,PRD-0037,5,10.24,51.2,False
OI-0000187,ORD-000359,PRD-0022,3,25.94,77.82,False
OI-0000609,ORD-000178,PRD-0008,8,57.98,463.84,False
OI-0000144,ORD-000168,PRD-0026,5,473.43,2367.15,False
OI-0000752,ORD-000234,PRD-0032,2,294.41,588.82,False
OI-0000982,ORD-000412,PRD-0046,8,62.18,497.44,False
OI-0000198,ORD-000183,PRD-0053,6,290.66,1743.96,False
OI-0000884,ORD-000257,PRD-0001,5,208.93,1044.65,False
OI-0000280,ORD-000334,PRD-0058,6,331.5,1989.0,False
OI-0000294,ORD-000308,PRD-0022,4,25.94,103.76,False
OI-0001148,ORD-000236,PRD-0005,5,283.26,1416.3,False
OI-0000401,ORD-000473,PRD-0050,8,10.99,87.92,False
OI-0000123,ORD-000297,PRD-0001,7,,1462.51,False
OI-0000203,ORD-000245,PRD-0057,7,464.07,3248.49,False
OI-0000836,ORD-000143,PRD-0028,1,323.11,323.11,False
OI-0000247,ORD-000272,PRD-0042,8,88.76,710.08,False
OI-0001202,ORD-000088,PRD-0002,3,317.64,952.92,False
OI-0001190,ORD-000152,PRD-0048,1138,308.22,2465.76,False
OI-0000385,ORD-000266,PRD-0021,8,53.87,430.96,False
OI-0000855,ORD-000387,PRD-0032,0,294.41,294.41,False
OI-0000220,ORD-000494,PRD-0011,2,175.82,351.64,False
OI-0000642,ORD-000147,PRD-0009,5,128.37,641.85,False
OI-0000002,ORD-000450,PRD-0020,6,262.39,1574.34,False
OI-0000113,ORD-000285,PRD-0033,1,120.67,120.67,False
OI-0000699,ORD-000489,PRD-0004,3,,112.02,False
OI-0001209,ORD-000331,PRD-0056,8,87.59,700.72,False
OI-0000952,ORD-000487,PRD-0005,7,283.26,1982.82,False
OI-0001138,ORD-000170,PRD-0009,4,128.37,513.48,False
OI-0000442,ORD-000109,PRD-0034,3,76.39,229.17,False
OI-0000664,ORD-000240,PRD-0036,7,0.0,0.0,False
OI-0001228,ORD-000072,PRD-0053,1,290.66,290.66,False
OI-0000318,ORD-000419,PRD-0026,8,473.43,3787.44,False
OI-0000649,ORD-000292,PRD-9004,3,30.92,92.76,False
OI-0000710,ORD-000429,PRD-0001,7,208.93,1462.51,False
OI-0000973,ORD-000041,PRD-0010,8,146.75,1174.0,False
OI-0000628,ORD-000104,PRD-0048,1219,308.22,1849.32,False
OI-0000633,ORD-000082,PRD-0044,8,325.75,2606.0,False
OI-0001234,ORD-000271,prod_0006,2,19.43,38.86,False
OI-0001166,ORD-000277,PRD-0037,5,10.24,51.2,False
OI-0000796,ORD-000378,PRD-0016,5,180.7,903.5,False
OI-0000646,ORD-000148,PRD-0002,2,317.64,635.28,False
OI-0001013,ORD-000304,PRD-0007,6,257.12,1542.72,False
OI-0000557,ORD-000408,PRD-0049,8,199.67,1597.36,False
OI-0000682,ORD-000247,PRD-0018,2,481.81,963.62,False
OI-0000578,ORD-000290,PRD-0023,5,122.0,610.0,False
OI-0001110,ORD-000491,prod_0027,6,494.97,2969.82,False
OI-0000525,ORD-000166,PRD-0031,8,130.03,1040.24,False
OI-0001060,ORD-000035,PRD-0002,1,317.64,317.64,False
OI-0000541,ORD-000480,PRD-0031,1,130.03,130.03,False
OI-0000749,ORD-000492,PRD-0015,5,152.55,762.75,False
OI-0001169,ORD-000444,PRD-0010,3,146.75,440.25,False
OI-0000485,ORD-000127,PRD-0023,4,122.0,488.0,False
OI-0000096,ORD-000219,PRD-0045,8,347.66,2781.28,False
OI-0001021,ORD-000270,PRD-0054,7,201.98,1413.86,False
OI-0000564,ORD-000391,PRD-0053,7,290.66,2034.62,False
OI-0000743,ORD-000478,PRD-0019,3,85.46,256.38,False
OI-0000864,ORD-000396,prod_0027,3,,1484.91,False
OI-0000892,ORD-000045,PRD-0058,6,331.5,1989.0,False
OI-0001039,ORD-000260,PRD-0040,8,101.99,857.5,False
OI-0000207,ORD-000299,PRD-0019,5,85.46,427.3,False
OI-0000393,ORD-000046,PRD-0001,5,208.93,1044.65,False
OI-0000795,ORD-000108,PRD-0036,1,0.0,0.0,False
OI-0000871,ORD-000283,PRD-0022,4,25.94,103.76,False
OI-0000398,ORD-000017,PRD-0014,4,85.64,342.56,False
OI-0000767,ORD-000137,PRD-0050,3,10.99,32.97,False
OI-0001159,ORD-000314,PRD-0058,3,331.5,994.5,False
OI-0001029,ORD-000402,PRD-0019,2,85.46,170.92,False
OI-0000643,ORD-000147,PRD-0048,2,308.22,616.44,False
OI-0000613,ORD-000422,PRD-0036,5,,0.0,False
OI-0000961,ORD-000474,prod_0006,7,19.43,136.01,False
OI-0000726,ORD-000362,PRD-0053,1,290.66,290.66,False
OI-0000684,ORD-000312,PRD-0053,1,290.66,290.66,False
OI-0000099,ORD-000155,PRD-0047,1,-31.78,-31.78,False
OI-0000805,ORD-000045,PRD-0016,7,180.7,1264.9,False
OI-0000407,ORD-000228,PRD-0018,6,481.81,2890.86,False
OI-0000503,ORD-000146,PRD-0024,5,130.89,654.45,False
OI-0001072,ORD-000484,PRD-0021,4,53.87,215.48,False
OI-0001057,ORD-000206,PRD-0003,4,48.91,195.64,False
OI-0000930,ORD-000231,PRD-0060,8,368.92,2951.36,False
OI-0000780,ORD-000356,PRD-0001,2,,417.86,False
OI-0000201,ORD-000070,PRD-0051,1,20.39,20.39,False
OI-0000135,ORD-000034,PRD-0029,2,30.92,61.84,False
OI-0001052,ORD-000493,PRD-0054,5,201.98,1009.9,False
OI-0000041,ORD-000326,PRD-0051,4,20.39,81.56,False
OI-0001018,ORD-000351,PRD-0047,4,-31.78,-127.12,False
OI-0000231,ORD-000342,PRD-0053,8,290.66,2325.28,False
OI-0000379,order000232,PRD-0005,6,283.26,1699.56,False
OI-0000289,ORD-000239,PRD-9035,7,331.5,2320.5,False
OI-0000419,ORD-000325,PRD-0004,4,37.34,149.36,False
OI-0000392,ORD-000046,PRD-0008,4,57.98,231.92,False
OI-0000593,ORD-000090,PRD-0019,6,85.46,512.76,False
OI-0001163,ORD-000161,PRD-0046,3,62.18,186.54,False
OI-0001087,ORD-000316,PRD-0008,2,57.98,115.96,False
OI-0000648,ORD-000292,PRD-0020,5,262.39,1311.95,False
OI-0001153,ORD-000253,PRD-0048,702,308.22,1541.1,False
OI-0000521,ORD-000084,PRD-0029,2,30.92,61.84,False
OI-0000065,ORD-000173,PRD-0005,1,283.26,293.53,False
OI-0000015,ORD-000323,PRD-0011,8,175.82,1406.56,False
OI-0001181,order000258,PRD-0051,5,20.39,101.95,False
OI-0001065,ORD-000264,PRD-0031,1,130.03,130.03,False
OI-0000493,ORD-000246,PRD-0018,3,481.81,1445.43,False
OI-0000380,order000232,PRD-0016,1667,180.7,903.5,False
OI-0000188,ORD-000105,PRD-0047,8,-31.78,-254.24,False
OI-0000764,ORD-000165,PRD-0010,2,146.75,293.5,False
OI-0000217,ORD-000303,PRD-9015,1,146.75,146.75,False
OI-0000792,ORD-000433,PRD-0025,2,165.58,331.16,False
OI-0001077,ORD-000346,PRD-0009,7,128.37,898.59,False
OI-0000879,ORD-000005,PRD-0046,4,62.18,248.72,False
OI-0000338,ORD-000423,PRD-0008,8,57.98,463.84,False
OI-0000720,ORD-000410,PRD-0043,5,110.55,570.94,False
OI-0000296,ORD-000308,PRD-0059,6,241.74,1450.44,False
OI-0001017,ORD-000351,PRD-0050,4,10.99,43.96,False
OI-0000456,ORD-000115,PRD-0021,2,,107.74,False
OI-0000816,ORD-000086,PRD-0009,5,128.37,641.85,False
OI-0000270,ORD-000020,PRD-0048,2,308.22,616.44,False
OI-0000996,ORD-000237,PRD-0009,5,128.37,641.85,False
OI-0000202,ORD-000070,PRD-0004,7,37.34,261.38,False
OI-0000162,ORD-000248,PRD-0009,4,128.37,513.48,False
OI-0000730,ORD-000374,PRD-0013,4,228.07,912.28,False
OI-0000402,ORD-000462,PRD-0032,1,294.41,294.41,False
OI-0000703,ORD-000427,PRD-0047,1,-31.78,-31.78,False
OI-0001130,ORD-000190,PRD-0041,1,380.19,380.19,False
OI-0000566,ORD-000037,PRD-0039,7,204.28,1429.96,False
OI-0001022,ORD-000202,PRD-0034,8,76.39,611.12,False
OI-0001026,ORD-000044,PRD-0046,2,62.18,124.36,False
OI-0001105,ORD-000135,PRD-0012,3,108.15,324.45,False
OI-0000206,ORD-000299,PRD-0011,1,175.82,175.82,False
OI-0000035,ORD-000174,PRD-0041,8,380.19,3041.52,False
OI-0000776,ORD-000116,PRD-0029,4,30.92,123.68,False
OI-0000509,ORD-000153,PRD-0023,8,122.0,976.0,False
OI-0000198,ORD-000183,PRD-0053,6,290.66,1743.96,False
OI-0000092,ORD-000102,PRD-0004,7,,261.38,False
OI-0000898,ORD-000437,PRD-0054,7,201.98,1413.86,False
OI-0000565,ORD-000279,PRD-0005,1707,283.26,1699.56,False
OI-0000777,ORD-000116,PRD-0013,3,228.07,684.21,False
OI-0000242,order000138,PRD-0051,7,,142.73,False
OI-0000014,ORD-000056,PRD-0019,4,85.46,361.21,False
OI-0000316,ORD-000141,PRD-0051,-3,20.39,40.78,False
OI-0000601,ORD-000368,PRD-0008,8,57.98,463.84,False
OI-0000388,ORD-000117,PRD-0042,6,88.76,532.56,False
OI-0000167,ORD-000475,PRD-0021,1,53.87,53.87,False
OI-0000841,ORD-000407,PRD-0026,8,473.43,3787.44,False
OI-0000021,ORD-000496,PRD-0029,2,30.92,61.84,False
OI-0000647,ORD-000313,PRD-0017,2,43.0,86.0,False
OI-0001155,ORD-000022,PRD-0054,995,201.98,1211.88,False
OI-0000832,ORD-000036,PRD-0057,7,464.07,3248.49,False
OI-0000563,ORD-000479,PRD-0011,1,175.82,175.82,False
OI-0001233,ORD-000271,PRD-0020,3,262.39,787.17,False
OI-0000687,ORD-000415,PRD-0048,4,308.22,1232.88,False
OI-0000958,ORD-000327,PRD-0014,6,85.64,513.84,False
OI-0000190,ORD-000282,PRD-0043,3,110.55,331.65,False
OI-0000976,ORD-000380,PRD-0040,7,101.99,713.93,False
OI-0000700,ORD-000224,PRD-0009,6,128.37,770.22,False
OI-0000511,ORD-000153,PRD-0015,4,152.55,610.2,False
OI-0001083,ORD-000014,PRD-0016,1,180.7,180.7,False
OI-0000475,ORD-000322,PRD-0041,6,380.19,2281.14,False
OI-0000857,ORD-000387,PRD-0014,8,85.64,685.12,False
OI-0000748,ORD-000337,PRD-0010,6,146.75,880.5,False
OI-0000253,ORD-000087,PRD-9020,2,481.81,963.62,False
OI-0000022,ORD-000496,PRD-0029,2,30.92,61.84,False
OI-0000460,order000176,PRD-0042,2,88.76,177.52,False
OI-0001185,ORD-000150,PRD-0059,7,241.74,1692.18,False
OI-0000277,ORD-000057,PRD-0039,4,204.28,817.12,False
OI-0000956,ORD-000009,PRD-0043,5,110.55,552.75,False
OI-0001216,ORD-000467,PRD-0004,2,37.34,74.68,False
OI-0000386,ORD-000209,PRD-0007,1,257.12,257.12,False
OI-0000806,ORD-000045,PRD-0020,6,262.39,1574.34,False
OI-0000344,ORD-000058,PRD-0032,4,294.41,1177.64,False
OI-0000770,ORD-000198,PRD-0016,7,180.7,1264.9,False
OI-0000131,ORD-000426,PRD-0005,1,283.26,283.26,False
OI-0000872,ORD-000283,PRD-0045,1,347.66,347.66,False
OI-0001124,ORD-000466,PRD-0045,4,347.66,1390.64,False
OI-0000088,ORD-000370,PRD-0018,2,481.81,963.62,False
OI-0000331,ORD-000114,PRD-0015,3,152.55,457.65,False
OI-0001239,ORD-000103,PRD-0049,2,199.67,399.34,False
OI-0000467,ORD-000145,PRD-0044,1,325.75,325.75,False
OI-0000122,ORD-000078,PRD-0015,1,152.55,152.55,False
OI-0001045,ORD-000390,PRD-0037,8,10.24,81.92,False
OI-0001096,ORD-000274,PRD-0060,3,368.92,1106.76,False
