order_item_id,order_id,product_id,quantity,unit_price,line_gmv,order_created_at,order_status,campaign_id,region,order_gmv,order_date,product_name,category,unit_cost,list_price,is_commercial_order
2306,1628,8,1,20.47,20.47,2025-02-08,completed,,South,20.47,2025-02-08,Electronics Item 08,Electronics,12.26,20.47,True
2307,1629,11,1,115.23,115.23,2025-02-08,completed,,Central,115.23,2025-02-08,Home Item 03,Home,73.04,115.23,True
2308,1630,15,1,173.9,173.9,2025-02-08,completed,,East,173.9,2025-02-08,Home Item 07,Home,83.24,173.9,True
2309,1631,15,1,173.9,173.9,2025-02-08,completed,,East,173.9,2025-02-08,Home Item 07,Home,83.24,173.9,True
2310,1632,22,1,75.66,75.66,2025-02-08,processing,,East,100.34,2025-02-08,Beauty Item 06,Beauty,36.14,75.66,True
2311,1632,27,1,24.68,24.68,2025-02-08,processing,,East,100.34,2025-02-08,Sports Item 03,Sports,10.9,24.68,True
2312,1633,35,1,157.65,157.65,2025-02-08,cancelled,,South,320.12,2025-02-08,Fashion Item 03,Fashion,77.82,157.65,False
2313,1633,28,1,84.15,84.15,2025-02-08,cancelled,,South,320.12,2025-02-08,Sports Item 04,Sports,39.74,84.15,False
2314,1633,21,1,78.32,78.32,2025-02-08,cancelled,,South,320.12,2025-02-08,Beauty Item 05,Beauty,34.88,78.32,False
2315,1634,8,1,20.47,20.47,2025-02-08,completed,,East,45.08,2025-02-08,Electronics Item 08,Electronics,12.26,20.47,True
2316,1634,43,1,24.61,24.61,2025-02-08,completed,,East,45.08,2025-02-08,Grocery Item 03,Grocery,11.56,24.61,True
2317,1635,36,1,53.45,53.45,2025-02-08,refunded,,South,53.45,2025-02-08,Fashion Item 04,Fashion,28.42,53.45,False
2318,1636,15,1,173.9,173.9,2025-02-08,refunded,,North,231.61,2025-02-08,Home Item 07,Home,83.24,173.9,False
2319,1636,3,1,57.71,57.71,2025-02-08,refunded,,North,231.61,2025-02-08,Electronics Item 03,Electronics,26.19,57.71,False
2320,1637,24,1,29.56,29.56,2025-02-08,processing,,Central,87.27,2025-02-08,Beauty Item 08,Beauty,14.55,29.56,True
2321,1637,3,1,57.71,57.71,2025-02-08,processing,,Central,87.27,2025-02-08,Electronics Item 03,Electronics,26.19,57.71,True
2322,1638,38,1,81.08,81.08,2025-02-08,processing,,South,81.08,2025-02-08,Fashion Item 06,Fashion,44.22,81.08,True
2323,1639,43,1,24.61,24.61,2025-02-08,completed,,East,24.61,2025-02-08,Grocery Item 03,Grocery,11.56,24.61,True
2324,1640,31,3,19.71,59.13,2025-02-08,completed,,Central,271.4,2025-02-08,Sports Item 07,Sports,11.9,19.71,True
2325,1640,10,1,163.05,163.05,2025-02-08,completed,,Central,271.4,2025-02-08,Home Item 02,Home,76.01,163.05,True
2326,1640,43,2,24.61,49.22,2025-02-08,completed,,Central,271.4,2025-02-08,Grocery Item 03,Grocery,11.56,24.61,True
2327,1641,20,1,42.3,42.3,2025-02-08,completed,,Central,42.3,2025-02-08,Beauty Item 04,Beauty,18.73,42.3,True
2328,1642,44,3,69.13,207.39,2025-02-08,processing,,Central,207.39,2025-02-08,Grocery Item 04,Grocery,46.32,69.13,True
2329,1643,21,1,78.32,78.32,2025-02-08,completed,,North,78.32,2025-02-08,Beauty Item 05,Beauty,34.88,78.32,True
2330,1644,45,1,31.58,31.58,2025-02-08,completed,,South,138.48000000000002,2025-02-08,Grocery Item 05,Grocery,18.68,31.58,True
2331,1644,36,2,53.45,106.9,2025-02-08,completed,,South,138.48000000000002,2025-02-08,Fashion Item 04,Fashion,28.42,53.45,True
2332,1645,37,2,141.93,283.86,2025-02-08,completed,,North,283.86,2025-02-08,Fashion Item 05,Fashion,76.85,141.93,True
2333,1646,44,1,69.13,69.13,2025-02-08,completed,,East,69.13,2025-02-08,Grocery Item 04,Grocery,46.32,69.13,True
2334,1647,43,2,24.61,49.22,2025-02-08,completed,,Central,118.35,2025-02-08,Grocery Item 03,Grocery,11.56,24.61,True
2335,1647,44,1,69.13,69.13,2025-02-08,completed,,Central,118.35,2025-02-08,Grocery Item 04,Grocery,46.32,69.13,True
2336,1648,35,1,157.65,157.65,2025-02-08,completed,,South,187.21,2025-02-08,Fashion Item 03,Fashion,77.82,157.65,True
2337,1648,24,1,29.56,29.56,2025-02-08,completed,,South,187.21,2025-02-08,Beauty Item 08,Beauty,14.55,29.56,True
2338,1649,33,1,171.28,171.28,2025-02-08,completed,,Central,171.28,2025-02-08,Fashion Item 01,Fashion,77.9,171.28,True
2339,1650,26,1,124.26,124.26,2025-02-08,completed,,North,124.26,2025-02-08,Sports Item 02,Sports,72.7,124.26,True
2340,1651,10,1,163.05,163.05,2025-02-08,completed,,South,163.05,2025-02-08,Home Item 02,Home,76.01,163.05,True
2341,1652,28,2,84.15,168.3,2025-02-08,cancelled,,South,281.01,2025-02-08,Sports Item 04,Sports,39.74,84.15,False
2342,1652,45,2,31.58,63.16,2025-02-08,cancelled,,South,281.01,2025-02-08,Grocery Item 05,Grocery,18.68,31.58,False
2343,1652,41,1,49.55,49.55,2025-02-08,cancelled,,South,281.01,2025-02-08,Grocery Item 01,Grocery,22.88,49.55,False
2344,1653,12,1,117.99,117.99,2025-02-08,completed,,North,117.99,2025-02-08,Home Item 04,Home,58.96,117.99,True
2345,1654,47,2,21.34,42.68,2025-02-08,completed,,East,96.13,2025-02-08,Grocery Item 07,Grocery,13.74,21.34,True
2346,1654,36,1,53.45,53.45,2025-02-08,completed,,East,96.13,2025-02-08,Fashion Item 04,Fashion,28.42,53.45,True
2347,1655,45,1,31.58,31.58,2025-02-08,completed,,Central,311.28999999999996,2025-02-08,Grocery Item 05,Grocery,18.68,31.58,True
2348,1655,12,2,117.99,235.98,2025-02-08,completed,,Central,311.28999999999996,2025-02-08,Home Item 04,Home,58.96,117.99,True
2349,1655,25,1,43.73,43.73,2025-02-08,completed,,Central,311.28999999999996,2025-02-08,Sports Item 01,Sports,20.88,43.73,True
2350,1656,26,2,124.26,248.52,2025-02-08,completed,,South,332.67,2025-02-08,Sports Item 02,Sports,72.7,124.26,True
2351,1656,28,1,84.15,84.15,2025-02-08,completed,,South,332.67,2025-02-08,Sports Item 04,Sports,39.74,84.15,True
2352,1657,42,1,138.05,138.05,2025-02-08,refunded,,South,210.52,2025-02-08,Grocery Item 02,Grocery,61.43,138.05,False
2353,1657,4,1,72.47,72.47,2025-02-08,refunded,,South,210.52,2025-02-08,Electronics Item 04,Electronics,34.44,72.47,False
2354,1658,13,1,34.71,34.71,2025-02-08,completed,,South,34.71,2025-02-08,Home Item 05,Home,15.9,34.71,True
2355,1659,43,1,24.61,24.61,2025-02-08,completed,,East,24.61,2025-02-08,Grocery Item 03,Grocery,11.56,24.61,True
2356,1660,9,2,59.69,119.38,2025-02-08,cancelled,,South,119.38,2025-02-08,Home Item 01,Home,38.0,59.69,False
2357,1661,41,1,49.55,49.55,2025-02-08,unknown_status,,North,133.7,2025-02-08,Grocery Item 01,Grocery,22.88,49.55,False
2358,1661,28,1,84.15,84.15,2025-02-08,unknown_status,,North,133.7,2025-02-08,Sports Item 04,Sports,39.74,84.15,False
2359,1662,23,1,83.16,83.16,2025-02-08,processing,,South,335.61,2025-02-08,Beauty Item 07,Beauty,39.32,83.16,True
2360,1662,28,3,84.15,252.45,2025-02-08,processing,,South,335.61,2025-02-08,Sports Item 04,Sports,39.74,84.15,True
2361,1663,42,1,138.05,138.05,2025-02-08,completed,,South,210.52,2025-02-08,Grocery Item 02,Grocery,61.43,138.05,True
2362,1663,4,1,72.47,72.47,2025-02-08,completed,,South,210.52,2025-02-08,Electronics Item 04,Electronics,34.44,72.47,True
2363,1664,14,1,61.39,61.39,2025-02-08,completed,,South,82.73,2025-02-08,Home Item 06,Home,36.75,61.39,True
2364,1664,47,1,21.34,21.34,2025-02-08,completed,,South,82.73,2025-02-08,Grocery Item 07,Grocery,13.74,21.34,True
2365,1665,13,2,34.71,69.42,2025-02-08,cancelled,,Central,346.01,2025-02-08,Home Item 05,Home,15.9,34.71,False
2366,1665,19,1,152.53,152.53,2025-02-08,cancelled,,Central,346.01,2025-02-08,Beauty Item 03,Beauty,83.95,152.53,False
2367,1665,39,1,124.06,124.06,2025-02-08,cancelled,,Central,346.01,2025-02-08,Fashion Item 07,Fashion,65.04,124.06,False
2368,1666,10,1,163.05,163.05,2025-02-08,completed,,Central,163.05,2025-02-08,Home Item 02,Home,76.01,163.05,True
2369,1667,3,1,57.71,57.71,2025-02-08,completed,,North,57.71,2025-02-08,Electronics Item 03,Electronics,26.19,57.71,True
2370,1668,47,1,21.34,21.34,2025-02-08,completed,,Central,21.34,2025-02-08,Grocery Item 07,Grocery,13.74,21.34,True
2371,1669,33,1,171.28,171.28,2025-02-08,completed,,South,319.93,2025-02-08,Fashion Item 01,Fashion,77.9,171.28,True
2372,1669,41,3,49.55,148.65,2025-02-08,completed,,South,319.93,2025-02-08,Grocery Item 01,Grocery,22.88,49.55,True
2373,1670,23,2,83.16,166.32,2025-02-08,completed,,North,186.03,2025-02-08,Beauty Item 07,Beauty,39.32,83.16,True
2374,1670,31,1,19.71,19.71,2025-02-08,completed,,North,186.03,2025-02-08,Sports Item 07,Sports,11.9,19.71,True
2375,1671,36,2,53.45,106.9,2025-02-08,completed,,South,190.06,2025-02-08,Fashion Item 04,Fashion,28.42,53.45,True
2376,1671,23,1,83.16,83.16,2025-02-08,completed,,South,190.06,2025-02-08,Beauty Item 07,Beauty,39.32,83.16,True
2377,1672,19,1,152.53,152.53,2025-02-09,completed,,Central,152.53,2025-02-09,Beauty Item 03,Beauty,83.95,152.53,True
2378,1673,10,1,163.05,163.05,2025-02-09,cancelled,,East,163.05,2025-02-09,Home Item 02,Home,76.01,163.05,False
2379,1674,9,1,59.69,59.69,2025-02-09,completed,,East,217.34,2025-02-09,Home Item 01,Home,38.0,59.69,True
2380,1674,35,1,157.65,157.65,2025-02-09,completed,,East,217.34,2025-02-09,Fashion Item 03,Fashion,77.82,157.65,True
2381,1675,19,1,152.53,152.53,2025-02-09,completed,,Central,152.53,2025-02-09,Beauty Item 03,Beauty,83.95,152.53,True
2382,1676,12,2,117.99,235.98,2025-02-09,completed,,East,235.98,2025-02-09,Home Item 04,Home,58.96,117.99,True
2383,1677,28,1,84.15,84.15,2025-02-09,processing,,East,84.15,2025-02-09,Sports Item 04,Sports,39.74,84.15,True
2384,1678,45,1,31.58,31.58,2025-02-09,completed,,North,31.58,2025-02-09,Grocery Item 05,Grocery,18.68,31.58,True
2385,1679,40,1,202.48,202.48,2025-02-09,completed,,Central,202.48,2025-02-09,Fashion Item 08,Fashion,92.66,202.48,True
2386,1680,10,1,163.05,163.05,2025-02-09,processing,,North,163.05,2025-02-09,Home Item 02,Home,76.01,163.05,True
2387,1681,19,1,152.53,152.53,2025-02-09,completed,,East,152.53,2025-02-09,Beauty Item 03,Beauty,83.95,152.53,True
2388,1682,23,2,83.16,166.32,2025-02-09,completed,,South,166.32,2025-02-09,Beauty Item 07,Beauty,39.32,83.16,True
2389,1683,36,1,53.45,53.45,2025-02-09,processing,,North,122.58,2025-02-09,Fashion Item 04,Fashion,28.42,53.45,True
2390,1683,44,1,69.13,69.13,2025-02-09,processing,,North,122.58,2025-02-09,Grocery Item 04,Grocery,46.32,69.13,True
2391,1684,35,1,157.65,157.65,2025-02-09,completed,,Central,157.65,2025-02-09,Fashion Item 03,Fashion,77.82,157.65,True
2392,1685,30,2,67.9,135.8,2025-02-09,completed,,South,273.85,2025-02-09,Sports Item 06,Sports,46.01,67.9,True
2393,1685,42,1,138.05,138.05,2025-02-09,completed,,South,273.85,2025-02-09,Grocery Item 02,Grocery,61.43,138.05,True
2394,1686,19,2,152.53,305.06,2025-02-09,completed,,East,305.06,2025-02-09,Beauty Item 03,Beauty,83.95,152.53,True
2395,1687,8,1,20.47,20.47,2025-02-09,completed,,North,20.47,2025-02-09,Electronics Item 08,Electronics,12.26,20.47,True
2396,1688,33,1,171.28,171.28,2025-02-09,completed,,East,171.28,2025-02-09,Fashion Item 01,Fashion,77.9,171.28,True
2397,1689,22,1,75.66,75.66,2025-02-09,completed,,South,201.54,2025-02-09,Beauty Item 06,Beauty,36.14,75.66,True
2398,1689,46,1,125.88,125.88,2025-02-09,completed,,South,201.54,2025-02-09,Grocery Item 06,Grocery,73.75,125.88,True
2399,1690,37,1,141.93,141.93,2025-02-09,completed,,South,141.93,2025-02-09,Fashion Item 05,Fashion,76.85,141.93,True
2400,1691,10,1,163.05,163.05,2025-02-09,completed,,Central,320.70000000000005,2025-02-09,Home Item 02,Home,76.01,163.05,True
2401,1691,35,1,157.65,157.65,2025-02-09,completed,,Central,320.70000000000005,2025-02-09,Fashion Item 03,Fashion,77.82,157.65,True
2402,1692,31,1,19.71,19.71,2025-02-09,processing,,Central,41.05,2025-02-09,Sports Item 07,Sports,11.9,19.71,True
2403,1692,47,1,21.34,21.34,2025-02-09,processing,,Central,41.05,2025-02-09,Grocery Item 07,Grocery,13.74,21.34,True
2404,1693,34,1,43.74,43.74,2025-02-09,completed,,South,65.08,2025-02-09,Fashion Item 02,Fashion,22.77,43.74,True
2405,1693,47,1,21.34,21.34,2025-02-09,completed,,South,65.08,2025-02-09,Grocery Item 07,Grocery,13.74,21.34,True
2406,1694,10,2,163.05,326.1,2025-02-09,refunded,,Central,326.1,2025-02-09,Home Item 02,Home,76.01,163.05,False
2407,1695,40,1,202.48,202.48,2025-02-09,completed,,East,287.51,2025-02-09,Fashion Item 08,Fashion,92.66,202.48,True
2408,1695,36,1,53.45,53.45,2025-02-09,completed,,East,287.51,2025-02-09,Fashion Item 04,Fashion,28.42,53.45,True
2409,1695,45,1,31.58,31.58,2025-02-09,completed,,East,287.51,2025-02-09,Grocery Item 05,Grocery,18.68,31.58,True
2410,1696,43,1,24.61,24.61,2025-02-09,completed,,South,24.61,2025-02-09,Grocery Item 03,Grocery,11.56,24.61,True
2411,1697,26,1,124.26,124.26,2025-02-09,refunded,,Central,124.26,2025-02-09,Sports Item 02,Sports,72.7,124.26,False
2412,1698,18,1,37.74,37.74,2025-02-09,completed,,Central,37.74,2025-02-09,Beauty Item 02,Beauty,18.64,37.74,True
2413,1699,3,1,57.71,57.71,2025-02-09,completed,,North,57.71,2025-02-09,Electronics Item 03,Electronics,26.19,57.71,True
2414,1700,21,1,78.32,78.32,2025-02-09,completed,,South,78.32,2025-02-09,Beauty Item 05,Beauty,34.88,78.32,True
2415,1701,14,1,61.39,61.39,2025-02-09,refunded,,Central,139.70999999999998,2025-02-09,Home Item 06,Home,36.75,61.39,False
2416,1701,21,1,78.32,78.32,2025-02-09,refunded,,Central,139.70999999999998,2025-02-09,Beauty Item 05,Beauty,34.88,78.32,False
2417,1702,26,1,124.26,124.26,2025-02-09,completed,,North,202.57999999999998,2025-02-09,Sports Item 02,Sports,72.7,124.26,True
2418,1702,21,1,78.32,78.32,2025-02-09,completed,,North,202.57999999999998,2025-02-09,Beauty Item 05,Beauty,34.88,78.32,True
2419,1703,23,2,83.16,166.32,2025-02-09,completed,,East,166.32,2025-02-09,Beauty Item 07,Beauty,39.32,83.16,True
2420,1704,4,1,72.47,72.47,2025-02-09,completed,,South,72.47,2025-02-09,Electronics Item 04,Electronics,34.44,72.47,True
2421,1705,23,3,83.16,249.48,2025-02-09,completed,,Central,249.48,2025-02-09,Beauty Item 07,Beauty,39.32,83.16,True
2422,1706,13,1,34.71,34.71,2025-02-09,completed,,East,34.71,2025-02-09,Home Item 05,Home,15.9,34.71,True
2423,1707,40,3,202.48,607.44,2025-02-09,completed,,Central,695.6400000000001,2025-02-09,Fashion Item 08,Fashion,92.66,202.48,True
2424,1707,6,1,88.2,88.2,2025-02-09,completed,,Central,695.6400000000001,2025-02-09,Electronics Item 06,Electronics,39.5,88.2,True
2425,1708,43,2,24.61,49.22,2025-02-09,completed,,South,49.22,2025-02-09,Grocery Item 03,Grocery,11.56,24.61,True
2426,1709,8,1,20.47,20.47,2025-02-09,completed,,East,127.37,2025-02-09,Electronics Item 08,Electronics,12.26,20.47,True
2427,1709,36,2,53.45,106.9,2025-02-09,completed,,East,127.37,2025-02-09,Fashion Item 04,Fashion,28.42,53.45,True
2428,1710,42,1,138.05,138.05,2025-02-09,completed,,South,138.05,2025-02-09,Grocery Item 02,Grocery,61.43,138.05,True
2429,1711,2,1,100.26,100.26,2025-02-09,cancelled,,East,222.56,2025-02-09,Electronics Item 02,Electronics,54.16,100.26,False
2430,1711,5,2,61.15,122.3,2025-02-09,cancelled,,East,222.56,2025-02-09,Electronics Item 05,Electronics,33.0,61.15,False
2431,1712,44,2,69.13,138.26,2025-02-09,completed,,Central,138.26,2025-02-09,Grocery Item 04,Grocery,46.32,69.13,True
2432,1713,43,1,24.61,24.61,2025-02-09,completed,,South,24.61,2025-02-09,Grocery Item 03,Grocery,11.56,24.61,True
2433,1714,21,1,78.32,78.32,2025-02-09,completed,,Central,78.32,2025-02-09,Beauty Item 05,Beauty,34.88,78.32,True
2434,1715,34,2,43.74,87.48,2025-02-09,completed,,South,87.48,2025-02-09,Fashion Item 02,Fashion,22.77,43.74,True
2435,1716,26,1,124.26,124.26,2025-02-09,completed,,Central,124.26,2025-02-09,Sports Item 02,Sports,72.7,124.26,True
2436,1717,26,1,124.26,124.26,2025-02-09,completed,,East,124.26,2025-02-09,Sports Item 02,Sports,72.7,124.26,True
2437,1718,6,1,88.2,88.2,2025-02-09,completed,,North,364.3,2025-02-09,Electronics Item 06,Electronics,39.5,88.2,True
2438,1718,42,2,138.05,276.1,2025-02-09,completed,,North,364.3,2025-02-09,Grocery Item 02,Grocery,61.43,138.05,True
2439,1719,15,1,173.9,173.9,2025-02-09,completed,,South,336.95000000000005,2025-02-09,Home Item 07,Home,83.24,173.9,True
2440,1719,10,1,163.05,163.05,2025-02-09,completed,,South,336.95000000000005,2025-02-09,Home Item 02,Home,76.01,163.05,True
2441,1720,43,1,24.61,24.61,2025-02-09,completed,,North,93.74,2025-02-09,Grocery Item 03,Grocery,11.56,24.61,True
2442,1720,44,1,69.13,69.13,2025-02-09,completed,,North,93.74,2025-02-09,Grocery Item 04,Grocery,46.32,69.13,True
2443,1721,19,1,152.53,152.53,2025-02-09,completed,,North,152.53,2025-02-09,Beauty Item 03,Beauty,83.95,152.53,True
2444,1722,43,2,24.61,49.22,2025-02-09,completed,,North,49.22,2025-02-09,Grocery Item 03,Grocery,11.56,24.61,True
2445,1723,44,1,60.83,60.83,2025-02-10,completed,1.0,East,60.83,2025-02-10,Grocery Item 04,Grocery,46.32,69.13,True
2446,1724,34,1,38.49,38.49,2025-02-10,completed,1.0,South,38.49,2025-02-10,Fashion Item 02,Fashion,22.77,43.74,True
2447,1725,32,1,10.75,10.75,2025-02-10,processing,1.0,North,10.75,2025-02-10,Sports Item 08,Sports,7.11,12.22,True
2448,1726,19,1,134.23,134.23,2025-02-10,completed,1.0,South,134.23,2025-02-10,Beauty Item 03,Beauty,83.95,152.53,True
2449,1727,42,1,121.48,121.48,2025-02-10,processing,1.0,South,121.48,2025-02-10,Grocery Item 02,Grocery,61.43,138.05,True
2450,1728,13,1,30.54,30.54,2025-02-10,completed,1.0,North,84.35,2025-02-10,Home Item 05,Home,15.9,34.71,True
2451,1728,5,1,53.81,53.81,2025-02-10,completed,1.0,North,84.35,2025-02-10,Electronics Item 05,Electronics,33.0,61.15,True
2452,1729,42,1,121.48,121.48,2025-02-10,completed,1.0,South,121.48,2025-02-10,Grocery Item 02,Grocery,61.43,138.05,True
2453,1730,23,1,73.18,73.18,2025-02-10,cancelled,1.0,South,73.18,2025-02-10,Beauty Item 07,Beauty,39.32,83.16,False
2454,1731,46,2,110.77,221.54,2025-02-10,completed,1.0,East,221.54,2025-02-10,Grocery Item 06,Grocery,73.75,125.88,True
2455,1732,10,1,143.48,143.48,2025-02-10,completed,1.0,East,143.48,2025-02-10,Home Item 02,Home,76.01,163.05,True
2456,1733,47,1,18.78,18.78,2025-02-10,completed,1.0,South,18.78,2025-02-10,Grocery Item 07,Grocery,13.74,21.34,True
2457,1734,3,1,50.78,50.78,2025-02-10,processing,1.0,Central,50.78,2025-02-10,Electronics Item 03,Electronics,26.19,57.71,True
2458,1735,45,1,27.79,27.79,2025-02-10,completed,1.0,North,46.57,2025-02-10,Grocery Item 05,Grocery,18.68,31.58,True
2459,1735,47,1,18.78,18.78,2025-02-10,completed,1.0,North,46.57,2025-02-10,Grocery Item 07,Grocery,13.74,21.34,True
2460,1736,28,2,74.05,148.1,2025-02-10,processing,1.0,North,148.1,2025-02-10,Sports Item 04,Sports,39.74,84.15,True
2461,1737,25,1,38.48,38.48,2025-02-10,completed,1.0,South,38.48,2025-02-10,Sports Item 01,Sports,20.88,43.73,True
2462,1738,10,2,143.48,286.96,2025-02-10,completed,1.0,North,286.96,2025-02-10,Home Item 02,Home,76.01,163.05,True
2463,1739,14,1,54.02,54.02,2025-02-10,completed,1.0,North,54.02,2025-02-10,Home Item 06,Home,36.75,61.39,True
2464,1740,19,2,134.23,268.46,2025-02-10,completed,1.0,North,545.92,2025-02-10,Beauty Item 03,Beauty,83.95,152.53,True
2465,1740,35,2,138.73,277.46,2025-02-10,completed,1.0,North,545.92,2025-02-10,Fashion Item 03,Fashion,77.82,157.65,True
2466,1741,8,1,18.01,18.01,2025-02-10,completed,1.0,Central,150.94,2025-02-10,Electronics Item 08,Electronics,12.26,20.47,True
2467,1741,23,1,73.18,73.18,2025-02-10,completed,1.0,Central,150.94,2025-02-10,Beauty Item 07,Beauty,39.32,83.16,True
2468,1741,30,1,59.75,59.75,2025-02-10,completed,1.0,Central,150.94,2025-02-10,Sports Item 06,Sports,46.01,67.9,True
2469,1742,23,1,73.18,73.18,2025-02-10,completed,1.0,Central,127.20000000000002,2025-02-10,Beauty Item 07,Beauty,39.32,83.16,True
2470,1742,14,1,54.02,54.02,2025-02-10,completed,1.0,Central,127.20000000000002,2025-02-10,Home Item 06,Home,36.75,61.39,True
2471,1743,12,2,103.83,207.66,2025-02-10,completed,1.0,South,207.66,2025-02-10,Home Item 04,Home,58.96,117.99,True
2472,1744,8,1,18.01,18.01,2025-02-10,completed,1.0,East,18.01,2025-02-10,Electronics Item 08,Electronics,12.26,20.47,True
2473,1745,40,2,178.18,356.36,2025-02-10,cancelled,1.0,South,356.36,2025-02-10,Fashion Item 08,Fashion,92.66,202.48,False
2474,1746,31,1,17.34,17.34,2025-02-10,unknown_status,1.0,East,17.34,2025-02-10,Sports Item 07,Sports,11.9,19.71,False
2475,1747,31,1,17.34,17.34,2025-02-10,completed,1.0,East,17.34,2025-02-10,Sports Item 07,Sports,11.9,19.71,True
2476,1748,40,1,178.18,178.18,2025-02-10,completed,1.0,East,178.18,2025-02-10,Fashion Item 08,Fashion,92.66,202.48,True
2477,1749,28,1,74.05,74.05,2025-02-10,refunded,1.0,South,74.05,2025-02-10,Sports Item 04,Sports,39.74,84.15,False
2478,1750,2,2,88.23,176.46,2025-02-10,completed,1.0,South,176.46,2025-02-10,Electronics Item 02,Electronics,54.16,100.26,True
2479,1751,8,1,18.01,18.01,2025-02-10,completed,1.0,North,18.01,2025-02-10,Electronics Item 08,Electronics,12.26,20.47,True
2480,1752,10,1,143.48,143.48,2025-02-10,completed,1.0,East,595.67,2025-02-10,Home Item 02,Home,76.01,163.05,True
2481,1752,33,3,150.73,452.19,2025-02-10,completed,1.0,East,595.67,2025-02-10,Fashion Item 01,Fashion,77.9,171.28,True
2482,1753,11,1,101.4,101.4,2025-02-10,completed,1.0,Central,279.58000000000004,2025-02-10,Home Item 03,Home,73.04,115.23,True
2483,1753,40,1,178.18,178.18,2025-02-10,completed,1.0,Central,279.58000000000004,2025-02-10,Fashion Item 08,Fashion,92.66,202.48,True
2484,1754,40,1,178.18,178.18,2025-02-10,completed,1.0,Central,178.18,2025-02-10,Fashion Item 08,Fashion,92.66,202.48,True
2485,1755,44,1,60.83,60.83,2025-02-10,completed,1.0,Central,60.83,2025-02-10,Grocery Item 04,Grocery,46.32,69.13,True
2486,1756,28,1,74.05,74.05,2025-02-10,completed,1.0,Central,74.05,2025-02-10,Sports Item 04,Sports,39.74,84.15,True
2487,1757,2,1,88.23,88.23,2025-02-10,completed,1.0,South,88.23,2025-02-10,Electronics Item 02,Electronics,54.16,100.26,True
2488,1758,43,1,21.66,21.66,2025-02-10,completed,1.0,South,81.41,2025-02-10,Grocery Item 03,Grocery,11.56,24.61,True
2489,1758,30,1,59.75,59.75,2025-02-10,completed,1.0,South,81.41,2025-02-10,Sports Item 06,Sports,46.01,67.9,True
2490,1759,11,2,101.4,202.8,2025-02-10,completed,1.0,North,202.8,2025-02-10,Home Item 03,Home,73.04,115.23,True
2491,1760,6,1,77.62,77.62,2025-02-10,completed,1.0,South,120.94,2025-02-10,Electronics Item 06,Electronics,39.5,88.2,True
2492,1760,43,2,21.66,43.32,2025-02-10,completed,1.0,South,120.94,2025-02-10,Grocery Item 03,Grocery,11.56,24.61,True
2493,1761,35,1,138.73,138.73,2025-02-10,completed,1.0,North,138.73,2025-02-10,Fashion Item 03,Fashion,77.82,157.65,True
2494,1762,3,2,50.78,101.56,2025-02-10,completed,1.0,Central,202.96,2025-02-10,Electronics Item 03,Electronics,26.19,57.71,True
2495,1762,11,1,101.4,101.4,2025-02-10,completed,1.0,Central,202.96,2025-02-10,Home Item 03,Home,73.04,115.23,True
2496,1763,28,1,74.05,74.05,2025-02-10,completed,1.0,Central,74.05,2025-02-10,Sports Item 04,Sports,39.74,84.15,True
2497,1764,47,3,18.78,56.34,2025-02-10,cancelled,1.0,East,56.34,2025-02-10,Grocery Item 07,Grocery,13.74,21.34,False
2498,1765,40,3,178.18,534.54,2025-02-10,completed,1.0,South,534.54,2025-02-10,Fashion Item 08,Fashion,92.66,202.48,True
2499,1766,44,1,60.83,60.83,2025-02-10,completed,1.0,South,94.03999999999999,2025-02-10,Grocery Item 04,Grocery,46.32,69.13,True
2500,1766,18,1,33.21,33.21,2025-02-10,completed,1.0,South,94.03999999999999,2025-02-10,Beauty Item 02,Beauty,18.64,37.74,True
2501,1767,23,2,73.18,146.36,2025-02-10,completed,1.0,South,146.36,2025-02-10,Beauty Item 07,Beauty,39.32,83.16,True
2502,1768,10,2,143.48,286.96,2025-02-10,completed,1.0,Central,286.96,2025-02-10,Home Item 02,Home,76.01,163.05,True
2503,1769,42,1,121.48,121.48,2025-02-10,completed,1.0,East,121.48,2025-02-10,Grocery Item 02,Grocery,61.43,138.05,True
2504,1770,23,1,73.18,73.18,2025-02-10,completed,1.0,South,111.66,2025-02-10,Beauty Item 07,Beauty,39.32,83.16,True
2505,1770,25,1,38.48,38.48,2025-02-10,completed,1.0,South,111.66,2025-02-10,Sports Item 01,Sports,20.88,43.73,True
2506,1771,9,1,52.53,52.53,2025-02-10,completed,1.0,South,52.53,2025-02-10,Home Item 01,Home,38.0,59.69,True
2507,1772,44,1,60.83,60.83,2025-02-10,completed,1.0,South,162.39,2025-02-10,Grocery Item 04,Grocery,46.32,69.13,True
2508,1772,3,2,50.78,101.56,2025-02-10,completed,1.0,South,162.39,2025-02-10,Electronics Item 03,Electronics,26.19,57.71,True
2509,1773,32,1,10.75,10.75,2025-02-10,completed,1.0,North,119.92,2025-02-10,Sports Item 08,Sports,7.11,12.22,True
2510,1773,39,1,109.17,109.17,2025-02-10,completed,1.0,North,119.92,2025-02-10,Fashion Item 07,Fashion,65.04,124.06,True
2511,1774,14,1,54.02,54.02,2025-02-11,unknown_status,1.0,North,54.02,2025-02-11,Home Item 06,Home,36.75,61.39,False
2512,1775,11,1,101.4,101.4,2025-02-11,completed,1.0,Central,101.4,2025-02-11,Home Item 03,Home,73.04,115.23,True
